1,1,100,12.0,11.0,7,11,0.64
2,2,100,12.0,29.0,9,18,0.5
3,3,100,12.0,36.0,24,39,0.62
4,4,100,12.0,51.0,29,49,0.59
5,5,100,12.0,67.0,37,64,0.58
6,6,100,12.0,79.0,43,74,0.58
7,7,100,12.0,91.0,51,87,0.59
8,8,100,12.0,103.0,65,109,0.6
9,9,100,12.0,118.0,72,122,0.59
10,10,100,12.0,136.0,80,138,0.58
11,11,100,12.0,163.0,83,151,0.55
12,12,100,12.0,178.0,86,158,0.54
13,13,100,12.0,196.0,88,165,0.53
14,14,100,12.0,212.0,100,186,0.54
15,15,100,12.0,223.0,107,197,0.54
16,16,100,12.0,234.0,116,211,0.55
17,17,100,12.0,250.0,134,241,0.56
18,18,100,12.0,271.0,141,257,0.55
19,19,100,12.0,278.0,156,278,0.56
20,20,100,12.0,296.0,158,285,0.55
21,21,100,12.0,311.0,165,298,0.55
22,22,100,12.0,328.0,168,306,0.55
23,23,100,12.0,351.0,169,314,0.54
24,24,100,12.0,365.0,175,325,0.54
25,25,100,12.0,375.0,189,346,0.55
26,26,100,12.0,387.0,201,365,0.55
27,27,100,12.0,400.0,214,386,0.55
28,28,100,12.0,408.0,224,400,0.56
29,29,100,12.0,417.0,233,413,0.56
30,30,100,12.0,435.0,237,423,0.56
31,31,100,12.0,447.0,245,436,0.56
32,32,100,12.0,462.0,248,443,0.56
33,33,100,12.0,481.0,257,461,0.56
34,34,100,12.0,499.0,257,465,0.55
35,35,100,12.0,513.0,273,491,0.56
36,36,100,12.0,530.0,284,511,0.56
37,37,100,12.0,545.0,287,518,0.55
38,38,100,12.0,562.0,288,523,0.55
39,39,100,12.0,580.0,292,533,0.55
40,40,100,12.0,586.0,304,549,0.55
41,41,100,12.0,610.0,306,559,0.55
42,42,100,12.0,631.0,307,566,0.54
43,43,100,12.0,647.0,313,578,0.54
44,44,100,12.0,659.0,327,600,0.55
45,45,100,12.0,677.0,331,610,0.54
46,46,100,12.0,693.0,339,625,0.54
47,47,100,12.0,700.0,354,646,0.55
48,48,100,12.0,726.0,360,663,0.54
49,49,100,12.0,741.0,363,670,0.54
50,50,100,12.0,757.0,369,682,0.54
51,51,100,12.0,770.0,376,694,0.54
52,52,100,12.0,784.0,376,696,0.54
53,53,100,12.0,804.0,380,707,0.54
54,54,100,12.0,817.0,391,725,0.54
55,55,100,12.0,839.0,391,731,0.53
56,56,100,12.0,856.0,396,742,0.53
57,57,100,12.0,869.0,401,751,0.53
58,58,100,12.0,885.0,403,757,0.53
59,59,100,12.0,894.0,416,776,0.54
60,60,100,12.0,906.0,428,795,0.54
61,61,100,12.0,932.0,428,803,0.53
62,62,100,12.0,950.0,428,807,0.53
63,63,100,12.0,968.0,434,820,0.53
64,64,100,12.0,983.0,441,833,0.53
65,65,100,12.0,994.0,448,844,0.53
66,66,100,12.0,1007.0,467,874,0.53
67,67,100,12.0,1021.0,471,882,0.53
68,68,100,12.0,1036.0,474,889,0.53
69,69,100,12.0,1054.0,476,896,0.53
70,70,100,12.0,1069.0,483,909,0.53
71,71,100,12.0,1088.0,490,924,0.53
72,72,100,12.0,1099.0,507,950,0.53
73,73,100,12.0,1114.0,514,963,0.53
74,74,100,12.0,1125.0,525,980,0.54
75,75,100,12.0,1143.0,527,987,0.53
76,76,100,12.0,1155.0,535,1000,0.54
77,77,100,12.0,1173.0,541,1013,0.53
78,78,100,12.0,1179.0,553,1029,0.54
79,79,100,12.0,1193.0,563,1046,0.54
80,80,100,12.0,1207.0,575,1066,0.54
81,81,100,12.0,1227.0,577,1074,0.54
82,82,100,12.0,1245.0,581,1084,0.54
83,83,100,12.0,1265.0,581,1089,0.53
84,84,100,12.0,1275.0,591,1104,0.54
85,85,100,12.0,1287.0,599,1117,0.54
86,86,100,12.0,1300.0,612,1138,0.54
87,87,100,12.0,1317.0,625,1161,0.54
88,88,100,12.0,1332.0,640,1186,0.54
89,89,100,12.0,1355.0,643,1197,0.54
90,90,100,12.0,1369.0,653,1214,0.54
91,91,100,12.0,1382.0,660,1226,0.54
92,92,100,12.0,1400.0,660,1230,0.54
93,93,100,12.0,1421.0,669,1249,0.54
94,94,100,12.0,1435.0,675,1260,0.54
95,95,100,12.0,1454.0,678,1269,0.53
96,96,100,12.0,1465.0,691,1289,0.54
97,97,100,12.0,1478.0,696,1298,0.54
98,98,100,12.0,1490.0,712,1323,0.54
99,99,100,12.0,1511.0,713,1330,0.54
100,100,100,12.0,1525.0,717,1338,0.54
